Row ID,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP
304,1,17,46.7,1,99,95.42,17,11.76,88.24,64.71,64.71,17.65,11.76,11.76,0,0,0,0,5.88,5.88,5.88,0,17.65,5.88,11.76,5.88,0,5.88,0,0,0,0,0,0,17.65,0,17.65,5.88,0,0,5.88,0,5.88,0,5.88,5.88,0,5.88,5.88,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,5.88,0,0,0,0,5.88,5.88,5.88,0,0,0,0,0,0,11.76,0,0,0,0,0,11.76
305,1,31,89.52,76.43,1,20.23,10.33,12.9,80.65,67.74,51.61,16.13,12.9,6.45,3.23,3.23,0,0,3.23,16.13,9.68,0,16.13,9.68,0,0,0,29.03,0,3.23,6.45,6.45,0,0,12.9,3.23,9.68,0,6.45,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,6.45,0,0,0,0,3.23,6.45,0,0,0,0,3.23,0,0,3.23,9.68,0,0,6.45,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,9.68,6.45,0,0,0,0,0,16.13,6.45,0,3.23,0,6.45,0
306,1,22,97.37,40.06,79.84,20.23,11,13.64,90.91,77.27,63.64,13.64,9.09,4.55,0,4.55,0,0,4.55,27.27,13.64,0,18.18,9.09,0,0,0,18.18,9.09,9.09,0,0,0,0,18.18,4.55,13.64,4.55,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,9.09,4.55,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,9.09,0,0,4.55,4.55,0,0,9.09,9.09,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0
307,1,22,89.52,66.75,1,86.79,22,22.73,77.27,40.91,36.36,13.64,9.09,4.55,4.55,0,0,0,4.55,9.09,4.55,0,13.64,4.55,0,0,0,9.09,0,0,4.55,4.55,0,0,4.55,0,4.55,0,0,4.55,0,0,0,0,4.55,4.55,0,4.55,4.55,0,0,0,0,0,9.09,4.55,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,27.27,0,0,27.27,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,4.55,0,0,0,0,0,4.55,0,0,0,0,0,0,27.27,0,0,0,0,0,27.27
308,1,10,1,1,99,20.23,10,0,90,90,80,20,10,10,0,0,0,0,10,20,10,0,0,10,0,20,20,10,0,0,0,0,0,0,50,0,50,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0
309,1,22,20.83,99,1,86.79,22,27.27,72.73,45.45,40.91,13.64,13.64,0,0,13.64,0,0,0,9.09,0,0,4.55,13.64,4.55,0,0,18.18,0,4.55,0,0,0,0,4.55,0,4.55,0,0,4.55,0,0,0,0,4.55,4.55,0,4.55,4.55,0,0,0,0,0,27.27,13.64,0,0,0,0,9.09,13.64,0,0,0,0,13.64,0,0,13.64,4.55,0,0,4.55,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,13.64,0,0,0,0,0,0,0,4.55,4.55,4.55,0,0,0,0,0,0,18.18,0,0,0,0,0,18.18
310,1,19,1,70.59,8.42,92.27,9.5,15.79,89.47,78.95,63.16,15.79,15.79,0,0,5.26,0,10.53,0,5.26,5.26,0,0,21.05,10.53,15.79,10.53,26.32,0,0,5.26,0,5.26,0,10.53,0,10.53,0,0,5.26,5.26,0,5.26,0,5.26,5.26,0,5.26,5.26,0,0,0,0,0,21.05,5.26,0,0,0,0,0,15.79,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.79,0,0,0,0,0,0,0,10.53,0,5.26,10.53,10.53,0,5.26,5.26,0,36.84,5.26,5.26,0,5.26,0,21.05
311,1,21,42.52,67.92,24.32,88.66,21,14.29,80.95,71.43,47.62,19.05,14.29,4.76,4.76,4.76,0,0,4.76,19.05,9.52,0,4.76,9.52,0,0,4.76,23.81,9.52,4.76,9.52,4.76,4.76,0,19.05,4.76,14.29,0,0,9.52,0,0,4.76,0,4.76,4.76,0,4.76,4.76,0,0,0,0,0,14.29,4.76,0,0,0,0,4.76,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,19.05,0,0,14.29,4.76,0,0,0,0,9.52,0,4.76,4.76,0,0,0,14.29,0,4.76,4.76,0,4.76,0
312,1,25,94.04,82.98,1,81.12,25,24,72,44,24,4,4,0,0,4,0,0,0,8,8,16,8,4,0,4,0,12,4,8,0,0,0,0,8,0,8,0,8,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,4,0,0,0,48,0,0,0,0,0,48
313,1,14,96.35,97.11,72.58,20.23,14,14.29,71.43,64.29,64.29,21.43,7.14,0,0,7.14,0,0,14.29,21.43,14.29,0,28.57,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,7.14,0,14.29,7.14,7.14,7.14,0,0,0,21.43,7.14,0,0,0,7.14,7.14
314,1,21,18.12,1,56.69,20.23,10.5,23.81,90.48,61.9,61.9,9.52,4.76,4.76,0,0,0,0,4.76,19.05,14.29,0,4.76,23.81,0,4.76,9.52,23.81,0,0,4.76,0,4.76,0,19.05,0,19.05,0,0,0,4.76,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,4.76,0,0,0,0,0,14.29,9.52,0,0,0,4.76,0
315,1,28,46.07,79.51,2.36,20.23,9.33,21.43,89.29,75,64.29,25,14.29,3.57,0,7.14,0,3.57,10.71,10.71,7.14,0,21.43,7.14,7.14,7.14,0,21.43,0,3.57,3.57,0,3.57,0,17.86,0,17.86,3.57,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,17.86,10.71,0,0,0,0,10.71,10.71,0,0,0,0,7.14,0,0,7.14,3.57,0,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,10.71,7.14,7.14,7.14,0,0,7.14,0,0,0,3.57,3.57,0,3.57,3.57,0,0,0,17.86,17.86,0,0,0,0,0
316,1,41,55.8,16.2,6.47,20.23,20.5,12.2,85.37,53.66,46.34,9.76,4.88,4.88,0,0,0,0,4.88,17.07,12.2,4.88,4.88,7.32,4.88,7.32,2.44,12.2,0,2.44,2.44,2.44,0,0,19.51,4.88,14.63,0,4.88,2.44,2.44,0,0,0,4.88,2.44,2.44,4.88,2.44,2.44,2.44,0,0,0,7.32,4.88,0,0,0,0,2.44,2.44,0,0,0,0,9.76,0,0,9.76,2.44,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,9.76,0,0,0,0,0,0,0,7.32,0,7.32,2.44,2.44,2.44,0,0,0,26.83,9.76,0,0,2.44,0,14.63
317,1,60,69.05,77.41,19.26,90.5,60,21.67,76.67,55,40,11.67,8.33,3.33,1.67,3.33,0,0,3.33,8.33,6.67,0,10,5,3.33,6.67,0,16.67,3.33,1.67,8.33,6.67,0,1.67,16.67,0,16.67,1.67,1.67,3.33,5,0,6.67,0,5,5,0,0,0,0,0,0,0,0,26.67,15,0,0,0,0,5,11.67,0,0,0,0,1.67,0,0,1.67,3.33,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,3.33,0,0,8.33,3.33,0,1.67,1.67,0,0,0,1.67,1.67,6.67,1.67,1.67,1.67,0,0,0,48.33,8.33,5,0,1.67,1.67,31.67
318,1,39,61.17,95.32,2.93,60.52,19.5,15.38,82.05,61.54,53.85,12.82,10.26,2.56,0,7.69,0,0,2.56,15.38,7.69,2.56,12.82,10.26,0,10.26,0,15.38,0,10.26,0,0,0,0,10.26,2.56,7.69,0,0,5.13,0,0,0,0,2.56,2.56,0,0,0,0,0,0,0,0,10.26,2.56,2.56,2.56,0,0,0,7.69,0,0,0,0,0,0,0,0,7.69,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,7.69,0,0,7.69,0,0,0,2.56,0,7.69,0,0,0,0,0,0,10.26,5.13,0,0,0,0,5.13
319,1,3,89.52,40.06,1,20.23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1,9,10.19,99,1,99,9,22.22,88.89,77.78,44.44,33.33,11.11,0,11.11,0,0,0,22.22,0,0,0,11.11,11.11,0,0,0,44.44,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0,22.22,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,22.22,0,0,0,22.22,0,0,0,0,11.11,11.11,0,0,0,0,0,55.56,0,0,0,0,11.11,44.44
321,1,21,42.52,16.63,97.09,20.23,21,23.81,71.43,47.62,42.86,14.29,4.76,4.76,0,0,0,0,9.52,4.76,4.76,14.29,9.52,14.29,4.76,0,0,19.05,0,0,0,0,0,0,4.76,0,4.76,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,9.52,0,4.76,9.52,0,0,0,4.76,0,9.52,4.76,0,0,0,0,0,23.81,0,0,0,4.76,4.76,14.29
322,1,3,1,40.06,1,20.23,3,0,100,66.67,66.67,0,0,0,0,0,0,0,0,0,0,33.33,0,66.67,0,0,0,66.67,0,0,0,0,0,0,33.33,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,33.33
323,1,26,41.98,40.06,81.58,99,6.5,7.69,92.31,76.92,53.85,15.38,11.54,3.85,3.85,3.85,0,0,3.85,7.69,7.69,0,11.54,7.69,3.85,7.69,3.85,15.38,19.23,0,7.69,3.85,3.85,0,15.38,0,15.38,3.85,0,0,7.69,0,7.69,3.85,7.69,7.69,0,3.85,3.85,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,11.54,3.85,0,7.69,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,3.85,0,3.85,0,0,0,0,3.85,0,11.54,0,0,0,0,0,0,19.23,7.69,0,3.85,3.85,3.85,0
324,1,13,99,40.06,2.93,99,13,15.38,61.54,46.15,30.77,0,0,0,0,0,0,0,0,15.38,15.38,0,7.69,7.69,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,15.38,0,7.69,7.69,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,46.15,0,0,0,0,0,46.15
325,1,17,1.05,1,83.69,95.42,17,17.65,94.12,76.47,58.82,17.65,11.76,11.76,0,0,0,0,5.88,11.76,5.88,0,5.88,17.65,11.76,5.88,5.88,35.29,0,0,5.88,0,5.88,0,11.76,0,11.76,0,0,5.88,5.88,0,5.88,0,5.88,5.88,0,5.88,5.88,0,0,0,0,0,17.65,11.76,0,0,0,0,5.88,5.88,0,0,5.88,0,5.88,0,0,5.88,5.88,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,5.88,5.88,0,0,5.88,0,0,0,5.88,0,11.76,0,0,0,0,0,0,35.29,0,5.88,0,0,5.88,23.53
326,1,5,3.8,99,63.35,20.23,5,0,80,80,60,20,20,0,0,20,0,0,0,0,0,0,20,0,20,20,0,20,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,20,0,0,20,0,0,0
327,1,8,5.64,99,15.38,20.23,8,0,100,87.5,62.5,25,25,0,25,0,0,0,0,12.5,0,0,12.5,0,25,0,0,25,0,0,25,25,0,0,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,25,25,0,12.5,0,12.5,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
328,1,5,3.8,99,63.35,99,5,40,80,60,20,20,20,0,0,0,0,20,0,0,0,0,0,20,0,0,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,20,20,0,0,0,0,0,40,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,100,0,0,0,0,20,80
329,1,10,89.52,40.06,99,20.23,10,10,100,70,70,20,10,0,0,10,0,0,10,10,0,10,30,0,0,10,0,10,10,10,0,0,0,0,30,10,20,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0
330,1,5,39.7,1,99,20.23,5,0,100,100,100,20,20,20,0,0,0,0,0,20,20,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
331,1,28,4.26,3.12,48.09,1,14,10.71,96.43,78.57,64.29,21.43,14.29,7.14,0,0,0,7.14,7.14,7.14,3.57,0,10.71,21.43,3.57,7.14,0,32.14,3.57,7.14,3.57,0,3.57,0,28.57,0,28.57,7.14,0,7.14,0,3.57,10.71,0,7.14,0,7.14,0,0,0,0,0,0,0,10.71,3.57,0,0,0,0,3.57,7.14,0,0,0,0,0,0,0,0,3.57,0,0,3.57,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,10.71,0,0,0,7.14,0,3.57,0,7.14,10.71,0,0,0,0,0,0,14.29,3.57,3.57,0,0,7.14,0
332,1,4,89.52,40.06,89.39,20.23,4,0,100,75,75,25,0,0,0,0,0,0,25,50,0,25,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0
333,1,6,1,1,99,20.23,6,0,100,83.33,50,16.67,0,0,0,0,0,0,16.67,0,0,0,16.67,16.67,0,16.67,16.67,33.33,16.67,0,0,0,0,0,33.33,0,33.33,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,50,0,0,33.33,0,0,16.67,0,0,33.33,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0
334,1,8,89.52,1.71,89.39,20.23,8,12.5,100,87.5,50,25,12.5,12.5,0,0,0,0,12.5,12.5,12.5,0,12.5,0,0,0,0,0,12.5,12.5,12.5,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,25,0,12.5,0,12.5,0,0
335,1,17,7.78,1,99,20.23,8.5,17.65,94.12,94.12,70.59,23.53,5.88,5.88,0,0,0,0,17.65,23.53,11.76,0,17.65,5.88,17.65,17.65,0,11.76,11.76,5.88,0,0,0,0,17.65,0,17.65,5.88,5.88,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,11.76,0,5.88,0,0,0,5.88,11.76,11.76,5.88,0,0,0,0,0,0,23.53,5.88,5.88,5.88,0,5.88,0
336,1,11,99,5.27,99,20.23,11,0,100,81.82,36.36,0,0,0,0,0,0,0,0,18.18,18.18,0,9.09,0,9.09,0,0,9.09,27.27,9.09,0,0,0,0,9.09,0,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36,0,0,27.27,9.09,0,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0
337,1,9,1,2.75,77.17,20.23,9,11.11,100,88.89,66.67,22.22,11.11,11.11,0,0,0,0,11.11,0,0,0,11.11,22.22,22.22,0,0,44.44,0,0,0,0,0,0,33.33,0,33.33,22.22,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,22.22,22.22,11.11,0,0,22.22,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,11.11,0
338,1,23,72.44,18.24,44.75,20.23,23,8.7,82.61,73.91,52.17,13.04,8.7,4.35,4.35,0,0,0,4.35,17.39,17.39,0,4.35,13.04,0,4.35,0,21.74,4.35,8.7,8.7,8.7,0,0,21.74,0,21.74,4.35,0,4.35,8.7,0,8.7,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,8.7,0,0,4.35,4.35,0,0,0,0,0,4.35,0,0,0,0,0,8.7,0,4.35,4.35,0,0,0
339,1,6,89.52,40.06,39.59,99,3,50,50,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,16.67,16.67,0,16.67,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33,0,0,16.67,0,0,66.67
340,1,9,89.52,1,99,99,9,0,100,88.89,55.56,22.22,11.11,11.11,0,0,0,0,11.11,22.22,22.22,0,11.11,0,0,11.11,0,0,11.11,11.11,0,0,0,0,22.22,0,22.22,0,0,0,0,0,22.22,0,11.11,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,22.22,11.11,11.11,0,0,0,0,0,0,0,0,0
341,1,8,99,1.71,99,20.23,8,0,100,87.5,75,12.5,12.5,12.5,0,0,0,0,0,37.5,25,12.5,25,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,1,15,99,1,99,20.23,15,26.67,93.33,80,73.33,6.67,6.67,6.67,0,0,0,0,0,33.33,26.67,0,26.67,6.67,6.67,6.67,0,6.67,13.33,6.67,0,0,0,0,13.33,0,13.33,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,26.67,0,0,26.67,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6.67,0,0,13.33
343,1,10,15.41,99,98.38,99,5,20,100,70,70,10,10,0,0,10,0,0,0,10,10,0,20,20,20,10,0,20,0,0,10,10,0,0,20,0,20,0,0,0,0,10,10,0,10,10,0,0,0,0,0,0,0,0,20,10,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,10,10,0,0,0,0,0,0,20,10,0,0,0,10,0
344,1,15,96.08,40.06,99,20.23,15,13.33,86.67,66.67,53.33,13.33,13.33,6.67,0,6.67,0,0,0,20,13.33,6.67,13.33,6.67,0,0,0,13.33,6.67,13.33,0,0,0,0,13.33,0,13.33,0,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,0,6.67,20,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,6.67,6.67,0,0,0
345,1,11,89.52,99,95.15,20.23,11,18.18,90.91,81.82,63.64,18.18,9.09,0,0,9.09,0,0,9.09,9.09,9.09,0,36.36,9.09,0,18.18,0,18.18,9.09,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,27.27,0,9.09,18.18,0,0,0,0,18.18,0,0,0,0,0,0,0,18.18,0,0,0,0,9.09,9.09
346,1,86,19.49,17.05,53.52,56.53,14.33,17.44,90.7,72.09,56.98,15.12,6.98,4.65,0,2.33,0,0,8.14,11.63,6.98,1.16,13.95,12.79,8.14,10.47,2.33,23.26,4.65,3.49,5.81,0,3.49,2.33,12.79,2.33,10.47,2.33,0,4.65,2.33,0,3.49,0,4.65,3.49,1.16,3.49,2.33,1.16,0,0,0,0,9.3,5.81,0,0,0,0,4.65,3.49,0,0,0,0,2.33,0,0,2.33,5.81,0,0,5.81,2.33,0,2.33,1.16,1.16,0,0,0,0,0,0,0,0,0,0,1.16,0,1.16,1.16,0,6.98,12.79,0,1.16,8.14,1.16,0,1.16,3.49,3.49,8.14,2.33,1.16,1.16,0,0,0,37.21,3.49,6.98,2.33,0,10.47,13.95
347,1,56,46.07,79.51,48.09,75.77,56,14.29,87.5,76.79,64.29,14.29,10.71,1.79,1.79,7.14,0,0,3.57,12.5,7.14,1.79,19.64,14.29,5.36,7.14,3.57,19.64,5.36,3.57,5.36,1.79,1.79,1.79,14.29,1.79,12.5,0,0,5.36,3.57,0,5.36,0,3.57,3.57,0,1.79,1.79,0,0,0,0,0,8.93,0,0,0,0,0,0,8.93,0,0,0,0,0,0,0,0,3.57,0,0,3.57,1.79,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,8.93,16.07,0,1.79,12.5,0,0,1.79,1.79,0,7.14,1.79,1.79,1.79,0,0,0,3.57,0,0,0,0,3.57,0
348,1,16,5.64,1,99,20.23,16,31.25,87.5,75,56.25,18.75,12.5,6.25,0,6.25,0,0,6.25,6.25,6.25,0,12.5,12.5,6.25,6.25,12.5,25,0,0,6.25,0,0,6.25,18.75,0,18.75,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,12.5,0,0,6.25,6.25,0,0,6.25,6.25,12.5,0,6.25,6.25,0,0,0,31.25,6.25,6.25,0,0,12.5,6.25
