Request,Politeness
"Indian cultural imperialism is rampant this am - what nxt? we have had the mongolians and indians - maybe the astragoths next?",0
"I found this talk page (and <url>) while deleting the user pages that you requested. Would you like to have them deleted as well?",1
"Greetings, and thank you for your cogent remarks at <url>. Would you be interested in voting in the straw poll <url> as well?",1
"Why do you ask me questions to which you already know the answers? Is it a rhetorical device?",0
"You are talking about direktor, right? He begin the edit war again, as seen by diffs, so C was blocked instead of direktor, see?",0
"????",0
"I'm going to walk you through this one very simply. Let's start here: Is there currently, or has there ever been a cartoon broadcast on television by the name of the Breakfast Monkey?",0
"I posted here rather than to Jon's page because I don't want to embarrass the students; I know Jon watchlists your page and I am sure other NRG editors do too. Anyway, what do you think?",1
"and so is the new Portishead. Did I mention the Knife?",0
"Also perhaps we should set up a subpage for these discussions, so we'll have the thread completely on one page? What do you think?",1
"Hi, you've done a lot of work on comparing FA country articles. Are you aware of any country that got special praise for the selection of images in the article?",1
"Congrats! I thought you were going to be away today?",1
"What do you mean by one edit war away? And whats a siteban?",0
"Well, look again! Does ''<url>'' look like a dictionary-definition page to you?",0
"I never partook in this AfD. Did you leave this on the wrong page?",0
"Unfortunately I think <url> may also add that material; I am not familiar with Citizendum, though, but I will look at it. If Citizendum has the same policies regarding primary, secondary, and tertiary sources, then why not criticize both Wikipedia and Citizendum?",0
"You assume correctly; same principle would apply. :-) By the way, is there a trick to getting the (Talk) link in your signature automatically that I haven't learned yet?",1
"There. Better?",0
"This is what you wrote: In the book 'Inventing Elliot' written by Graham Gardener, the book, 1948 is mentioned numerous times. What book, 1948??",0
"You have listed it as no source but the author asserts own work. Could you please clarify this?",1
"''SO!?!?'', what has it got to do with you?",0
"Hi, what are the technical steps to withdraw a nomination to delete a category? Or more specifically, what template did you use to withdraw your nomination?",1
"So I got rid of it. Have a little faith in my good judgment, okay?",0
"I was trying to be sarcastic, ok??",0
"The Hitchin-related hoax claims by <url> seem to have led to a rather precipitate response, considering that he has only been an editor for a few days. Is there something going on here that isn't obvious?",0
"Email checked and responded to. If you can't respond here, could you at least leave me a note to check my email?",0
"This is a great way to deal with external links. Wondering if we should look at applying it almost universally for medical pages?",1
"Great work you've been doing on this. Would you agree with me that International Political Economy should be capitalised?",1
"Nice work on <url> - I had been a bit hesitant to put in those other reports, but now it looks great. How did you find out that I created it?",1
"I see you deleted the Shayla LaVeaux article, citing copyright problems. I'd like to see if I can't clean it up... is there any way I can see the deleted article?",1
"No problem. :) Did you see the additional notes on the project talk page about the rest of those books from the 70s?",1
"<url>.. it doesn't really explain what the issue was. Can you word it better?",0
"Thanks for clarifying the article - it looks much better now. By the way, is it just me, or does the Trisakti look a bit like the Flag of the Philippines?",1
"Where should he be? As a parent of Isa-Beg?",0
"So what was the point of that? Are you looking to get blocked?",0
"I have already read this - thank you very much for this kind gesture, dear friend. What's up with you?",1
"Do you think we're good to go with the proposal, maybe later tonight, or tomorrow? Any other problems with the proposal as it stands?",1
"It's not too late to help at all - being busy has kept the work on it to a crawl. ;) I'd like to represent what you are referring to; was it on the Abom talk page or somewhere else?",1
"I restored 3 non-piped blue links. How does that look?",1
"Hi, you recently speedily deleted this image and in your explanation stated that I, the uploader, was informed of this. I was not - please could you tell me why not?",1
"Actually it was a compliment. Does that count as an 'issue'?",0
"Hey, several of the footnotes that you use in <url> are Harvard footnotes, which means that they need the full citation of the books in works cited section. I imagine you grabbed some of that information from some other places, would you mind retriveing the bibliographic data?",1
"Again, what would be the point of redirection? Who on earth is going to fall on the redirect first?",0
"But he's still a WHU registered player with a squad number. Is that really the right thing to do?",0
"Re: <url> and <url>, if you think they are better off as redirects to the suburb/town rather than substubs on the lakes with a <nowiki><person></nowiki> tagline, you only need to overwrite the article with a redirect (or revert to a previous version that was a redirect), leaving the substub in the article history. How come you speedied them before redirecting?",0
"Im sorry to see that you withdrew. Maybe next time?",1
"If you're going to accuse me of operating in bad faith, then the discussion has become inappropriately personal. On what grounds do you make such an implication?",0
"I thought that it seemed a bit removed from Imlay's own time and there was no real explanation of the significance of Imlay to Twain (if any) or of Imlay's reputation between her death and the end of the nineteenth century or in America. What do you think?",1
"What? Please speak brighted.Ps.Do you know gag?",0
"Why are records of the Julianna posers changes being deleted? Even if this really was her, do celebrities get special privlidges on wikipedia?",0
"..to Giggy's RfA. Did you mean to remove 2,066 bytes of replies?",0
"So far, I haven't seen any sound samples in music articles, not even in <url>, which is featured according to the nomninator of <url>. Can you point me to a page where I can find this discussed?",1
"That's still not the original source, and after searching through a few pages on Flickr, I'm assuming the original is all rights reserved anyway. Can I ask why you believe it is public domain?",0
"Thanks. Are you Slashdot user Anothy by any chance, or someone else?",1
"Thanks for continuing to look over the article. Do you know or do you know anyone that knows anything about the <url> or the <url>?",1
"Hablo ingles?. ROFLMAO?",0
"Thanks for responding, at any rate. <smile> Protocol question, as I'm new here: If a discussion is unproductive, should one just delete it?",1
"I am not equally confident about this pinning one: <person>. Hector again?",0
"I see you moved and renamed... um, it... to <url>. Are you sure about that, given the conventions at <url>?",0
"Third: it's August 31 2010. Please check my userpage for reasons why I really don't feel useful today. Ask another admin, okay?",0
"Speaking of FPC closures, is it common practice to close the likes of the Emu feeding video or the White Ibis, which had nothing but weak supports and supports (not enough total votes, but that was all) as Not Promoted? Isn't that what the Nominations 7 days or older - Decision Time section is for?",0
"I am the third party; <url> was the first to dispute its use. Why can't you describe the changes in words?",0
"When am I changing nationalities? I do remove flags when I encounter them per <url> and <url>, but changing them...?",0
"I guess I sent you something about the <url> project and Welsh data. But you were also somehow silent on lists like gnome-i18n, weren't you?",0
"Hey how are you? Now I can't find you online, where are you lol?",1
"I understand your point about MJ being very close and having competent editors, but do you not think those of us who understand the source problems, etc. that the Reagan page is having should try and explain them to those editors (that is, try to educate them)?",0
"Blocking people who disagree with your edits is a very zionist approach. Why don't you try instead to justify why your material should stay in the lead?",0
"Hmm, see you just reverted back. What's the bot's job suppost to be?",0
"Thanks. Aside from rewrites and creations (which I've no mind for), anything in particular you see that I should focus on, or is it going okay?",1
"Thanks. BTW, there aren't any others that I've missed, are there?",1
"Well, actually I wanted to know if there were any errors in my own maps. ;) Anyway, is the new map at <url> better?",1
"So you deny you did anything wrong Jason? And we're all Nazi's persecuting you, Itake and Uncle Davey?",0
"How about Guant who plays Pansy? Or Richard Fish who played Bill Weasley, and the actor who played Charlie Weasley in POA?",0
"Should the accessdate for the articles you found (thanks for that!) be 200''7''?",1
"What for did you analyse the two ArbCom cases Piotrus-Ghirla and Eastern European dispute? Was that suggested to you by Sciurinxe6 during your off-wiki discussions for 20 days?",0
"Hey just wanted to say thanks for giving me the Autopatrolled thing! Just curious though, what did I do to get it?",1
"Right, but not all of it. So can you retrieve it or not?",0
"You didn't answer about the status of above mentioned image. Are you going to tag that image too?",0
"I just saw that after I left this message to you. By speech marks do you mean quotation marks?",1
"Thank you that clarifies matters. Has the image been listed for deletion on commons, or should I do so?",1
"Please explain this <url>. Is there a valid reason why this image was removed?",0
"Thank you! Could you protect the picture that's live too?",1
"I noticed you've been adding the template <person> to pages - I'm sure there's a good reason but I'm totally puzzled as to why. Can you explain what it does?",1
"Thanks for the response. May I ask, are you a video gamer?",1
"I am planning on changing the <url> to the ICF Flatwater World Championships. Any objections?",1
"BTW, small step, huh, from Berkely to Soman's talk page. What's next--Cambridge?",0
"Sorry, I didn't know. I added a tag, are you able to delete it?",1
"You just added it again. Maybe you should look over the guidelines for inclusion of the tag?",0
"No-one's saying you can't edit anything, but what we are saying is that introducing grammatically incorrect phrases, POV, weasel words and things discussed and discounted in the numerous PRs and FLCs this article went through is inappropriate. Buc, stop it please, I'm getting tired of this, why not work on being constructive to articles that aren't at featured status?",0
"Hate to be a bother... but need help with getting the bot running? Anything I can do as a non programmer?",1
"He probably couldn't understand the speedy notice. Then again, who knows what goes on in the minds of n00bs?",0
"I noticed that you did some work on this article, and would like to expand it to include his recommendation (in ''Can Life Prevail'') that the UN develop hit squads to target large urban population centers (with neutron bombs as I recall), and also the discussion on the 9/11 terrorists being superior moral human beings for their actions. Understanding that this is a BLP, that NPOV is important, and that including secondary sources is nearly impossible as they are difficult (at best) to find, what is your feeling on this?",1
"I obviously made a mistake too. Do you really think I'd purposefully misinterpret things like that?",0
"How are recognizing and not recognising defined in this context? The country has explicitly and officially stated that they do or do not recognise the State of Palestine?",0
"Thanks for clean-up of the secret talkpage colourer-inner. Aren't people odd?",1
"Reading the guideline again: ''The name of each article (a link to the articles is recommended as well) in which fair use is claimed for the item''. Where does that say I '''need''' a link to the article?",0
"Good luck with the remaining time for your nomination. BTW: under what section on <url> do you think it should appear?",1
"Get Up was released in Canada??",0
"Thanks for pointing out that undiscussed moves discussion, I hope something comes out of that - but it doesn't really look like it will. I'm not sure what I'm looking for on the discussion page for <url> about this, what am I missing?",1
"Following your comments, I've improved the article a bit more. Do you think it's ready for A-class review?",1
"Just to let you know, you appear to have conducted the same blanking of links four times within a 24-hour period, in three different instances. Shall I report you for this, or will you kindly restore the links?",0
"I am genuinely trying to do something useful and helpful. Why are you attacking it?",0
"That was a nice pic you put up in the Civil War article. where did you find it?",1
"Hi, just noticed you reverted this page back to its pre-COPYVIO state. Any reason you didn't use the content at <url>?",1
"Thanks for your prompt action at AN/I and on behalf of NawlinWiki; as you gathered, I wasn't sure what to do but it's clear that you did. Two questions: is there any policy of which I should have been aware that governs this situation, and what (if anything) needs to happen to notify NawlinWiki?",1
"Correcting an article to remove mention of something that ''was made up here in Wikipedia'' and does not exist in any formal definition of the article's subject is a furtherance of the <url> policy, not vandalism. Are you interested in knee-jerk reverting, or in actually making your encyclopedia correct and accurate?",0
"Wikipedia is not IMDb, which can easily be used (and is more suited) to providing complete soundtrack listings for pretty much every movie ever made. Would you care to address any of the other points I've brought up?",0
"Hello. Since you have contributed to <url> in the past, could you spare a minute to discuss the fate of <url>?",1
"<url>. Congrats, or should I say good luck?",1
"Nice addition to the <url> article. If you have the works from which those thoughts are taken, could you add a citation(s) for them?",1
"Greetings, sorry to bother you here... I have been using the MissingTopics tool for years, to generate <url> The last time I used it successfully was Nov 16. Something must have changed in the algorhythms since then, because it will no longer read any page starting with an Amharic character... Is it broke?",1
"Thanks for nuking that thing. While the page was still present, someone opened an <url>...could you please close it?",1
"I did notice that some articles linked to the ones I worked on are now missing, which leaves a link hanging. If you're going to delete articles, shouldn't someone clean up these broken links?",0
"There is a lot to learn - but to date I have concentrated on content, followed by style. If I have to keep removing silly comments, though, I will get discouraged - is there an easy way to reverse somebody's goofing?",0
"It's not Bowdlerism to delete nonsensical trivia about which movies an actress appears nude in. Should we indicate what color her hair is in those movies?",0
"Yes, but not for long. How are you?",1
"Hi! Could you consider speedy deleting <url>?",1
"See my recent edit as he was not charged for one of the events so not all are criminal. What do you mean by my identification?",0
"Your <url> give your first edit as on April 9, 2011. Do you have any other account you have not disclosed yet?",0
"I have indicated on <url> that, should you be desyopped, I will immediately re-nominate you for sysop. Would you accept the nomination if I did?",1
"On the WP:Football discussion you mentioned that Man City had 150,000+ views more than the seasons article. Please could you tell me where I can find page-views for wiki articles?",1
"When I wrote <url> I was not quite sure if it was a synonym of <url>, and hence did not perform a merge. Could you clarify if they are indeed the same, and if so whether we should merge the articles?",1
"It has been a pleasure working with you on the Burma campaign. What is your source for the Japanese information you have been adding as the books I have been reading on the subject are all from a British or American perspective?",1
"Your comments have been extremely helpful. I'd like to put this FAC to bed soon; is there any chance that you might be able to finish off your review of the article this weekend?",1
"Good one for the beginning. Is it possible to paint, say, red color an area between the null line and the curve below it, and blue (or green) an area between the null line and the curve above it?",1
"I think I'll leave it to the Math WikiProject to decide whether the dab page should be at <url> or <url> since they'll be more familiar with the importance of the various functions. It looks like all of the basic options I was considering are basically OK from the perspective of the DAB project, right?",1
"Thanks. And, what about the <url> about he drowned not being reflexive in Spanish?",1
"Your poorly written, bizarre comment makes no sense, since all of my edits in the Al Franken article conform to wikipedia's NPOV policy. What are you talking about?",0
"REVERT???",0
"Thanks for striking out the comment. Any chance of a support/oppose vote?",1
"Looking at my various edit summaries to <url>, I don't see any where I mentioned anything about another example. Can you say which edit you have in mind?",1
"Greetings, I ran across your 2008 article <url>, and the footnotes are done manually vice the usual Wiki way. Any chance you can go back and fix the footnotes?",1
"I'm loathe to come running to an admin, but Gregcaletta is just making the same edits that I had undone before and made objection to on the talk page without any attempt to address the previous objections on the talk page. Now what?",0
"It's on the talkpage - you are deleting like crazy. I can ask for a Cabral if you like?",0
"@Chzz, the coverage in the references provided are a dedicted chapeter and a reproduced artice??",0
"Hi Darwi. Just to ask you as curiosity, how did that debate ended?",1
"Any idea what happened here <url>? Buffer overflow because my comment was too long?",0
"I thought that, when some informations are mentioned about in ''desperate housewives'', it is a reliable source? So, in your way of thinking, Susan Mayer maiden name is not Bremmer or something like that?",0
"I refer you to my last answer about independent sources. Do you have press coverage?",0
"I'm kind of afraid to undo <url>, mainly because I have doubt in whether the nihongo template is necessary at all. Thoughts?",1
"When you deleted <url> did you accidentally overlook the <person> template? Or do you have some reason for ignoring it?",0
"Oh, it's not that big of a deal. Drew, which IP edit did you consider to be attacking?",0
"Did you upload ''Image:1111.jpg'' to make a point about censorship? What exactly is your intention with that image?",0
"Hi, do you mind if I move your hook to go live on 26/27th? The GLAM WIKI conference could do with being highlighed by a non US/UK hook?",1
"Please stop mentioning my name in relation to FW. <url> How many times do I have to ask?",0
"I don't think I've used it in Wikipedia. So, if I haven't, why did you bring it up?",0
"Fair enough, thanks for assuming good faith, I was merely making the page consistant with the past 2 champions league season articles (<url>, <url>) which use path and non-champions instead of route and league. Should they be changed too or was that what they used to be called?",1
"One of your edits concerns me - <url>. Maybe a copyedit would be good, but was it really required to be deleted completely?",0
"Steelbeard1, I'm very sorry about confusing the rabbit character in <url> with the official Bugs in <url>. He may not be the gray rabbit that we recognize, but he is supposed to be Bugs in prototype form, right?",1
"I hardly ever agree with Jimintheatl, but that block was bordering on absurd. Fast on the button much?",0
"You seem to have plenty of time to discuss, why don't you try to educate <url> ? Maybe he needs this more than me ?",0
"Let me know what you'd like me to do. Are you/anyone thinking of copying over the temporary copy wholesale or in parts; destroying the edit history of either, both or neither..?",0
"I saw you put images for the Kings of Bhutan and thank you. Could you find an image to use for <url> also?",1
"Thank you for your kind comment. Do you have a suggestion where the portals should be placed in the article?",1
"I think I updated the pharmacology project banner to put C-class articles into the appropriate category (previously, it was putting them into the unassessed class. If you want to double-check, that would be great; I think it may take a little while for it to update the articles?",1
"I do not know how to merge them. Are you familiar with the process?",1
"Yes, that's fine, especially with the smaller sections. Where will they be posting their topic ideas?",1
"Yes, I know what a score ''card'' is, but you wrote score '''car''' in the article. Was that a typo, or is there really such a thing as a score car?",0
"Thanks a lot for clearing that up. Do you also happen to know about the age of consent in Thailand, and why he could be charge with child sex offenses even though she was 17 years old?",1
"How are these inconsistent with the traditional account of the origins of the Torah involving redactions as late as Ezra? Why do we need bizarre hypotheses about documents being interwoven that are contrary to all known examples of how books are written?",0
"Helped them do what? Leave Israel?",0
"Shane I reverted the edit you made this moring <url> but on second thought I would like some advice. Is it implied in stub that they do not have references or is it appropriate to mark stubs as requiring a reference?",1
"Lil-Unique told me it with the reasons of what I put in my edit summary, so if you need a better explanation ask him. I left Billboard Hot 100 as Billboard Hot 100 because that's the exact name of the chart?",0
"You deleted Ricardo Marinello. What was written in the article?",0
"Thanks for the alert. By the way, how's Granny doing?",1
"How exactly is a one-time martial arts tournament, all of whose participants are red-links, notable? Is Wikipedia to have separate articles for every martial arts tournament ever broadcast on television?",0
"Is 10 months sufficient time to relist a AFD? Not too soon, correct?",1
"Hi, I see you voted support but in the neutral section. Would you like to move that to the support section?",1
"After ''New Jersey'' leaves the mainpage it will be nessicary for us to check all the article linked to USS ''New Jersey'' and ensure that no subtle vandalism crept into them by means of the USS ''New Jersey'' article. Are you willing to help?",1
"No worries, please, dear - I'll keep this stage open at least until tomorrow night if you wish. Sounds ok to you?",1
"It looks like you tried to file a checkuser case but you never created the subpage. Do you need some help?",1
"Sorry to not reply earlier regarding Deathrockeru2014I've been away. Has the situation calmed?",1
"I'm glad you're pleased with the general appearance. Before I label all the streets, is the text size, font style, etc OK?",1
"You come across as a contributor who possess great depth. Are you a history professor/ student?",1
"SuaveArt has edited his post on the Wikipedia Review and is now lying about me. Did you see the actual post there before he changed it so you can back up my cut-n-paste of what it said?",0
"WOW. PLEASE tell me that this will be going to FAC?",0
"You said other sources supported the info in the infobox yet you did not indicate what sources. And why can't we use a primary source for his birth date?",0
"It is an obvious and strongly followed point that april fools jokes ''should not disrupt the running of the wiki''. Could you explain why the HELLS you coated a dozen users' pages with pictures of jimbo's ugly bearded fizzogg?",0
"I have no clue. Isn't there a WikiProject on radio stations you can ask?",0
"I've removed my remark. But if somebody puts words in another's mouth, and that second person states that is not what he meant, and the first person responds that no, that ''is'' what the second person meant, well, wouldn't you say that's a little weird?",0
"Hey, I reverted your edits on recognition because the statements were already relayed in footnotes, which I hadn't realised when you brought it up on the talk page. Did you want to move the statements to the main text?",1
"Thanks for the infomative reply -- I wasn't really questioning your putting the image in the infobox; appearance-wise I don't think it makes much difference. It is better, though, I think, to have the thumbnail indicator -- Is it possible to have that inside the infobox?",1
"I've asked participants to shift the discussion away from Karchmar--that discussion isn't producing any new arguments or sources. Would you be able to contribute some thoughts as to where we might go on the topic of collaboration (i.e., tomorrow)?",1
"Hi, thanks for unprotecting the <url> article. Could you also unprotect <url> so a redirect can be created?",1
"Thanks for the heads-up on that; I don't really have anything to add beyond what you'd said. By the way, I noticed you said you weren't an admin: would you like to be?",1
"Also, why is this glorious photo of a <url> not used in any articles? Was there some argument about its copyright status?",0
"Why did you revert my edits on that page? You say it was unsourced but it was sourced, I put two references to two fair sources (not blogs nor politicaly bound), so why did you remove them?",0
"Doing it under the guidance of the relevant <url> would be a good idea as the folks that are active in the project will be best placed to advise on which templates and styles fit in with the rest of the project. What is the page/subject you are working on?",1
"It's a low-profile page in the sense of not getting much attention from editors. Why do you think addressing Luther's views on grace is necessary to understand contemporary philosophy?",0
"You do not appear to have alerted the other previous Delete advocates yet. May we take this as a tacit admission that actually you ''were'' intending to skew the deletion review?",0
"Please see my comments on <url> about a remark you added to <url> about the etymology of the term minim in music. Got any sources for your suggestion?",1
"Hmm. You ''do'' realize that two of the please sign diffs are from <url>, and that the talk page is splashed with <person> which has the sig thingy?",0
"I can certainly suggest to Isarig that 3RR is not an entitlement, and that dicussion is often the better approach. Would you like me to try to mediate the Karsh page?",1
"From my reading of the entries, the Japanese force in <url>/South <url> & the <url> appears to have been the <url>, rather than the <url>. Does that sound right?",1
"Any thoughts on what we should do with this? Delete it as a duplicate, or copy to Commons and rename?",1
"I started, but gave up. And why link the word 'mother'?",0
"Thank you very much for your kind comments but I don't recall if or when I made these contributions. Are you sure it was me?",1
"And what about <person>? Does it need fixed now too?",0
"Thanks for your help on <url>. Any advice on edits we should make to get it up the quality scale?",1
"Hello? Whom do I speak to to become a <url>?",1
"Can I you take a look at <url> and <url>? Specifically, look at the formatting of the general reference; is it an acceptable way to present the references?",1
"Yeah. What's the point of reverting them again if they'll be removed, anyway?",0
"I haven't done an 'official investigation' but perhaps it would be revealing. Alright then, save us the time...enlighten us--how many links have you added to WP that are owned by Stephen Barrett?",0
"Yes, I just saw that. DJ, if you wished to delete the still tagged pages then that was your judgement call but to delete pages which I had already declined a speedy on was rather bad form wouldn't you say?",0
"Btw, I've issued a request for discussion on the Canadian Wikipedians' notice board about a dispute involving myself and another contributor on <url>. If you have a chance, could you look this over?",1
"Thanks for the heads up. What damage did they do?",1
"I've created <person> to deal with the new CSD A8, deletion of blatant copyvios. Mind to take a look and tell me if there's anything wrong with it?",1
"New dictator? Who's the old one? And who are others in your gang?",0
"Drat forgot to sign. You blanked my talk page and asked if I don't like K's?",0
"Got another one: <person>. Can't someone with CheckUser abilities block the IP address?",0
"Errr, okay. But let's make sure our answers are accurate by using <url> rather than something we heard someone say, eh?",0
"Thanks for the revert on <url>. Kinda curious how this blanking is always done by IPs that trace back to USAF installations isn't it?",1
"Could you be more specific. Are there specific points in the article that you believe are repetitive?",1
"I'm afraid I don't know what you mean Arcayne. What comment?",1
"Oh, and I checked your user page, as you requested. Perhaps you could help me understand why your spouses don't confer nobility argument doesn't apply to <url>?",0
"I have an email from the owner of this image that your BOT deleted. Can you please restore this and I can send in the email granting me permission to post?",1
"You support Scotland leaving the United Kingdom despite the fact most Scots do not? I am curious as to why?",0
"Thanks for your input. Would you mind voicing your opinion in the GMC's talk page?",1
"In the article on <url>, you recently replaced a non-free image with J. Malcolm Greany's ''Ansel Adams and Camera'' on the basis that the latter image is in the public domain. How did you determine that this image is a work of the U.S. government?",0
"You're right, but loosing it because of Devanampriya, of all users, would be quite a shame for Wikipedia. Don't we have to make a stand against ignorance, partisan POV-pushing and constant incivility?",0
"Thanks for letting me know. btw on that page I found <person> but before adding that to the list I was wondering if the templatelist on the project should go so deep into detail or if it just stay Germany wide?",1
"I don't understand what you are trying to ask me or suggest that I do. Can you clarify please?",1
"Answered at <url>. Maybe you are not familiar with the expression?",0
"As for restoring the image, no I will not. Did you consider that you are asking me to put up an image for which I know the fair use claim to be bogus, and that this is illegal?",0
"I'm sure that this is not a useful place to discuss the merits of your topic ban, which I think would need a wider audience to overturn. Perhaps you could make a request to the arbitration committee?",1
"I'm not sure what you mean by pointing out that votes were placed before the version you created. Could you elaborate?",0
"I nominated <url> for speedy renaming to <url> and you removed it saying it was moved to /Working, but I don't see it there and it hasn't been renamed. Do you know what happened?",0
"The page is getting smacked literally every half minute or so, and I think the joke's worn thin. Give us a break?",0
"I believe supserstition exists. Why did you ask me?",0
"Do you know how to make the 'All Star Template' appear only at the bottom, as well as the 'Confirmed future sites', so the actual table appears at the top of the page??",1
"That would be awesome. Do you want to ask someone for clarification on whether project sandboxes are allowed?",1
"I never received any notification of any deletion proposal, lest I would have contested. Is there any way to find the original proposal and/or artical, or has it just been sent to oblivion?",0
"Is the new draft at <url> OK with you? Do you have any comments or suggestions?",1
"PS I am planning on starting an article on ''<url>'' (<url>). Maybe you'd like to help?",1
"I hope this makes my concerns clearer. Perhaps we can work together to resolve them?",1
"I note also that so far you seem to be the sole editor who favors deletion, while several have favored retention of the article, possibly with editing. Could it be that your view does not command consensus?",0
"I advance (Ultra-Orthodox) Rabbi Dr Mordechai Halperin, (Ultra-Orthodox), Rabbi Gershon Winkler, (Conservative) Rabbi Elliot Dorff, to you, for example, that the Torah and Talmud only forbids anal sex. Now explain exactly what division of Judaism is left, for you to claim your view fairly represents?",0
"Thanks for adding that pmc= support to <url>. I made a suggestion for further improvement in <url>; can you please follow up there if you have the time?",1
"If it were me I'd want to try and find out more about how/why this happened first before I continued to use that software. Have you asked at the talk page I mentioned above?",1
"Thanks for the username change. Now, one last thingu2014since the account 'Dalahxe4st' already exists on Swedish Wikipedia and doesn't appear to have been taken over automatically, where should I go to take care of that?",1
"If the only page you've been visiting is Wikipedia, then it makes sense the viruses would come from here, but if you've been to other sites, they get thrown into the equation. Again, don't you have any anti-virus software?",0
"I will readily grant that. But where was the urgent reason not to follow it in any of the above cases?",1
"Yep, I'm definitely free for the whole break. Had fun in your trip?",1
"I know, I understood that. :) I didn't scold you for it at all, did I make you feel that way?",1
"It was for closure's sake, as to show that the debate was closed and that was the result, the user was '''blocked''' and the userpage was '''deleted'''. Doesn't that show you the items better?",0
"Have you visited <url>???",0
"Oh, that, eh? So, you ''wrongly accused me of making death threats'', and that's all you have to say for yourself?",0
"And ...definitions.... What do you mean by ...definitions...?",0
"...I have no clue what you're asking me about or seeking me to do. And what does RTL wikies mean?",0
"Huh? What was that supposed to mean?",0
"Sounds interesting. Could people keep me in the loop as well?",1
"That sounds fine, but why would you want somebody who knows nothing about the show to write them? If you are informed about it, wouldn't you be a good person to do it?",0
"ok that was really confusing, I clicked on this link <url> and then cleaned the page but the page still exists, sso from what I understood if you put the ending /double redirect at the end of any article, you'll see how many redirects it has? is that right?",1
"He published the document himself for the world to see. What privacy?",0
"The proper title of this image should be Eszopiclone.svg, since it depicts the S enantiomer. Could you change the title so I can upload an image of the racemic compound instead?",1
"In my calculation if I got blocked that would only be good for me as it would clear my mind from the obsession to try and change that which seems wrong and mutable, but carries no private benefits for the reformer. Is that line of thinking truly alien to you?",0
"Why doesnt belong there??",0
"I think it is important to note that Spirit 03 was the last gunship to be brought down and that it has not been involved in a Class A mishap since that date. Should we include that?",1
"If it's alright with you, I'm next going to start from 1930 and work back towards where you are, since I'm particularly interested in the Lang era. Is that okay?",1
"Hi, I wanted to ask what do you follow to create redirects on this <url>??",1
"The flag visible=yes means a comment on the page is made visible, not that the page is visible in search engines. Why did you remove flag?",0
"Hi, nice article. What is meant by speculative townhouses? Ones that were built for prospective renters rather than for committed buyers?",1
"One wonders, of course, who Elliott of Macedon would have been. Probably something analogous to Brian of Nazareth but in a Macedonian phalanx?",0
"I've just reinstated the perfectly valid redirect to this. I seem to remember there was some issue years ago with a rock group of the same name, but don't you look at these things before you delete?",0
"I'm wondering why in the <url> article, you keep changing the link <url> to <url> which just redirects to <url>? Why not just leave the link to point to the intended article directy?",0
"On your Citation templates subpage you have the statement CS1 and CS2 both use <person> as a meta-template and are variants of APA style. In the past I have had experienced editors tell me this, but none of them could point to any documentation or contemporaneous discussion to verify this statement. Can you point me to any confirmation of this statement?",1
"Also, in accordance with <url>, I think the Turkish Army Corps should be 3rd Corps, 4th Corps, 5th Corps, not III Corps, IV Corps, V Corps. What do you think?",1
"I read his note, and you should know that as I responded to it and then you responded to me. So where did the doubt come in regarding that matter?",0
"Could you take a look at the article now and see whether your concerns (except the reorganization) have been addressed? If not, what is still missing, and what technical terms do you feel need explaining?",1
"Also, is <url> about chemistry, sociology, theology, international law, or what?? '''I''' know the answer to that question, but does the person reading the article know?",0
"Seems to be down again. I assume this is nothing I can resurrect on my own when you have intermittent Internet access like this?",0
"As does ''<url>'', and ''<url>'', and even ''<url>''. Wanna be friends?",1
"Ah, I see. Although surely Aaron Lennon was younger when he first played for England?",1
"Hi Deb, I created the page which was deleted which I hoped could have been a stub starting point for building up a better and more detailed article about the organisation. Could you offer some advice on how I could have made it better and have avoided deletion?",1
"You've been asking the ''sensible'' sysops...!?",0
"Thanks for the heads up, I don't think they will succeed but it's good to know they're planning it. Did you let Jayjg know as well?",1
"I think it's a great idea to get the CO3 community involved with keeping <url> correct and uptodate. I shan't be there myself this year (clashes with various things) - would you be able to bring it up?",1
"I don't understand why Hong is so reluctant to revert unilateral changes from time-to-time when he did so frequently in the past when I or someone else who supported my edits did it. What exactly is the point in me agreeing to this if someone conveniently comes along and then starts making lots of changes that I don't like but Giovanni doesn't mind?",0
"Wow! How did you find this?",1
"I use that template, because it cannot be missed on a page, because it allows for different reasons for blocking (template:blocked is vandalism, only, and takes 2 edits to change to something else), and because it gives instructions for requesting unblock. What is the objection to it?",0
"I'm disappointed that your first response here was to revert me without discussion, and to assert a consensus that was not apparent. Before you choose to revert me again, can you ''please'' participate in the discussion at WT:RD?",0
"The main article needs a facelift. Do you want to make suggestions?",1
"I say - are you a sort of picture finder? You couldn't find one of John Bowlby could you?",1
"Not that clear to me. What's wrong with this username?",0
"Thanks. Any idea how I log into this account?",1
"So your argument is that as long as you follow the rules, nothing else should matter? That if it's legal it's OK?",0
"Reply: I have just found your edits to the talk page of the above article - not impressive at all? I suggest that you take this to <url> and explain why his edits need to be reverted and not yours?",0
"Perfect, thank you! Can you help with the phonetics of other Nordic languages?",1
"Shudder? Why?",0
"Thanks for adding stuff to the update. Would you like to help out with the notifications (the real pain of this ... grrr)?",1
"It's larger now than the sub-stub previously deleted. Can sources be added to verify the achievements?",1
"I was in doubt too, but when dealing with such incomprehensible concoctions I prefer to err on the side of BLP caution. Would you like it userfied?",1
